,Unnamed: 0,Unnamed: 0.1,Auswärtsteam,Datum,Heimteam,Rang Auswärtsteam,Rang Heimteam,Runde,Saison,Spielzeit,Tag,Zeit,tore_aus,tore_heim,zuschauer,punkteaus,punkteheim,Grasshoppers,Wil,Thun,Aarau,Servette,Lausanne,Basel,Sion,Luzern,Zürich,Bellinzona,YB,Vaduz,Xamax,Lugano,St.Gallen,Schaffhausen,Yverdon
1246,1386,1386,Thun,21.09.2011,Zürich,2,6,9,2011/2012,2011-09-21 19:45:00,Wed,19:45,0,0,7400,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1627,1922,1922,Grasshoppers,22.09.2011,Sion,7,0,9,2011/2012,2011-09-22 19:45:00,Thu,19:45,0,2,8300,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
439,456,456,Luzern,22.09.2011,Servette,1,5,9,2011/2012,2011-09-22 19:45:00,Thu,19:45,2,0,6063,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
1247,1387,1387,Basel,24.09.2011,Thun,2,4,10,2011/2012,2011-09-24 17:45:00,Sat,17:45,1,1,7801,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2274,3139,3139,YB,24.09.2011,Zürich,3,6,10,2011/2012,2011-09-24 17:45:00,Sat,17:45,2,1,10900,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
440,457,457,Sion,25.09.2011,Luzern,0,1,10,2011/2012,2011-09-25 16:00:00,Sun,16:00,0,2,16315,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
259,259,259,Xamax,25.09.2011,Grasshoppers,9,7,10,2011/2012,2011-09-25 16:00:00,Sun,16:00,1,0,3000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
2522,3889,3889,Servette,25.09.2011,Lausanne,5,8,10,2011/2012,2011-09-25 16:00:00,Sun,16:00,0,0,7800,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2029,2604,2604,Servette,01.10.2011,Basel,5,3,11,2011/2012,2011-10-01 17:45:00,Sat,17:45,0,3,30214,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
260,260,260,Thun,01.10.2011,Xamax,4,9,11,2011/2012,2011-10-01 17:45:00,Sat,17:45,0,4,2132,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
1628,1924,1924,Zürich,02.10.2011,Grasshoppers,6,7,11,2011/2012,2011-10-02 16:00:00,Sun,16:00,0,3,15000,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2523,3890,3890,Lausanne,02.10.2011,Sion,8,0,11,2011/2012,2011-10-02 16:00:00,Sun,16:00,0,1,10000,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
441,458,458,Luzern,02.10.2011,YB,1,2,11,2011/2012,2011-10-02 16:00:00,Sun,16:00,0,1,26549,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1248,1389,1389,Thun,22.10.2011,Lausanne,4,8,12,2011/2012,2011-10-22 17:45:00,Sat,17:45,0,1,3650,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
261,261,261,Xamax,22.10.2011,Luzern,9,1,12,2011/2012,2011-10-22 17:45:00,Sat,17:45,2,1,13783,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
1629,1925,1925,Grasshoppers,23.10.2011,YB,7,2,12,2011/2012,2011-10-23 16:00:00,Sun,16:00,1,0,21135,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2573,4123,4123,Sion,23.10.2011,Servette,0,5,12,2011/2012,2011-10-23 16:00:00,Sun,16:00,2,0,10718,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
2030,2605,2605,Basel,23.10.2011,Zürich,3,6,12,2011/2012,2011-10-23 16:00:00,Sun,16:00,1,0,14400,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
2031,2606,2606,Basel,26.10.2011,Sion,2,0,13,2011/2012,2011-10-26 19:45:00,Wed,19:45,1,0,10800,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
1249,1390,1390,Zürich,26.10.2011,Thun,7,4,13,2011/2012,2011-10-26 19:45:00,Wed,19:45,2,0,4865,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
1630,1926,1926,Servette,26.10.2011,Grasshoppers,6,5,13,2011/2012,2011-10-26 19:45:00,Wed,19:45,4,1,4300,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
442,460,460,Lausanne,27.10.2011,Luzern,8,1,13,2011/2012,2011-10-27 19:45:00,Thu,19:45,0,2,12276,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
262,262,262,YB,27.10.2011,Xamax,3,9,13,2011/2012,2011-10-27 19:45:00,Thu,19:45,0,0,3243,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1250,1391,1391,Thun,29.10.2011,Sion,4,0,14,2011/2012,2011-10-29 17:45:00,Sat,17:45,0,2,9300,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
1631,1927,1927,Grasshoppers,29.10.2011,Basel,7,2,14,2011/2012,2011-10-29 19:45:00,Sat,19:45,1,4,29245,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
443,461,461,Luzern,30.10.2011,Zürich,1,6,14,2011/2012,2011-10-30 16:00:00,Sun,16:00,1,1,13200,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2447,3643,3643,Lausanne,30.10.2011,YB,8,3,14,2011/2012,2011-10-30 16:00:00,Sun,16:00,1,4,18905,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
263,263,263,Xamax,30.10.2011,Servette,9,5,14,2011/2012,2011-10-30 16:00:00,Sun,16:00,1,2,6795,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
444,462,462,Luzern,05.11.2011,Thun,2,5,15,2011/2012,2011-11-05 17:45:00,Sat,17:45,1,3,6619,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2032,2608,2608,Basel,05.11.2011,Lausanne,1,8,15,2011/2012,2011-11-05 17:45:00,Sat,17:45,3,2,7950,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
1632,1928,1928,Sion,06.11.2011,Grasshoppers,0,7,15,2011/2012,2011-11-06 16:00:00,Sun,16:00,1,2,4000,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2448,3644,3644,YB,06.11.2011,Servette,3,4,15,2011/2012,2011-11-06 16:00:00,Sun,16:00,0,1,8480,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
264,264,264,Zürich,06.11.2011,Xamax,6,9,15,2011/2012,2011-11-06 16:00:00,Sun,16:00,1,3,3606,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
2033,2609,2609,YB,19.11.2011,Basel,3,1,16,2011/2012,2011-11-19 17:45:00,Sat,17:45,0,1,32006,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
1251,1393,1393,Servette,19.11.2011,Thun,4,5,16,2011/2012,2011-11-19 17:45:00,Sat,17:45,0,3,5070,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445,463,463,Grasshoppers,20.11.2011,Luzern,6,2,16,2011/2012,2011-11-20 16:00:00,Sun,16:00,1,2,16479,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
265,265,265,Xamax,20.11.2011,Sion,9,0,16,2011/2012,2011-11-20 16:00:00,Sun,16:00,0,2,9800,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
2275,3145,3145,Lausanne,20.11.2011,Zürich,8,7,16,2011/2012,2011-11-20 16:00:00,Sun,16:00,1,4,8100,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
446,464,464,Luzern,03.12.2011,Basel,2,1,17,2011/2012,2011-12-03 17:45:00,Sat,17:45,0,1,31081,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
266,266,266,Xamax,03.12.2011,Lausanne,9,8,17,2011/2012,2011-12-03 17:45:00,Sat,17:45,3,1,5850,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
2449,3646,3646,Sion,04.12.2011,YB,0,3,17,2011/2012,2011-12-04 16:00:00,Sun,16:00,1,1,22756,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1252,1394,1394,Thun,04.12.2011,Grasshoppers,4,7,17,2011/2012,2011-12-04 16:00:00,Sun,16:00,0,1,4100,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2276,3146,3146,Zürich,04.12.2011,Servette,6,5,17,2011/2012,2011-12-04 16:00:00,Sun,16:00,1,0,8797,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
1253,1395,1395,YB,10.12.2011,Thun,3,4,18,2011/2012,2011-12-10 17:45:00,Sat,17:45,1,1,10000,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2277,3147,3147,Sion,10.12.2011,Zürich,0,6,18,2011/2012,2011-12-10 17:45:00,Sat,17:45,1,1,8600,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
267,267,267,Basel,11.12.2011,Xamax,1,9,18,2011/2012,2011-12-11 16:00:00,Sun,16:00,1,1,5504,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1633,1931,1931,Grasshoppers,11.12.2011,Lausanne,7,8,18,2011/2012,2011-12-11 16:00:00,Sun,16:00,1,2,5400,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
447,465,465,Servette,11.12.2011,Luzern,5,2,18,2011/2012,2011-12-11 16:00:00,Sun,16:00,2,1,14316,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
448,466,466,Zürich,04.02.2012,Luzern,6,2,19,2011/2012,2012-02-04 17:45:00,Sat,17:45,1,1,11817,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2450,3648,3648,Servette,05.02.2012,YB,4,3,19,2011/2012,2012-02-05 16:00:00,Sun,16:00,1,3,14375,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1254,1396,1396,Thun,05.02.2012,Grasshoppers,5,7,19,2011/2012,2012-02-05 16:00:00,Sun,16:00,1,0,2500,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2034,2612,2612,Sion,05.02.2012,Basel,0,1,19,2011/2012,2012-02-05 16:00:00,Sun,16:00,0,0,25762,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
449,467,467,Luzern,11.02.2012,Thun,2,4,20,2011/2012,2012-02-11 17:45:00,Sat,17:45,1,1,3872,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1634,1933,1933,Grasshoppers,12.02.2012,Zürich,7,6,20,2011/2012,2012-02-12 16:00:00,Sun,16:00,0,2,6000,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2451,3649,3649,YB,12.02.2012,Sion,3,0,20,2011/2012,2012-02-12 16:00:00,Sun,16:00,1,0,8700,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
2036,2614,2614,Basel,16.02.2012,YB,1,2,21,2011/2012,2012-02-16 20:15:00,Thu,20:15,2,2,20246,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1255,1398,1398,Thun,18.02.2012,Zürich,4,5,21,2011/2012,2012-02-18 17:45:00,Sat,17:45,1,1,10000,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1635,1934,1934,Grasshoppers,19.02.2012,Servette,7,6,21,2011/2012,2012-02-19 16:00:00,Sun,16:00,1,3,6287,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
450,468,468,Luzern,19.02.2012,Lausanne,3,8,21,2011/2012,2012-02-19 16:00:00,Sun,16:00,0,0,4500,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2037,2615,2615,Zürich,25.02.2012,Basel,6,1,22,2011/2012,2012-02-25 17:45:00,Sat,17:45,0,1,28516,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
451,469,469,YB,25.02.2012,Luzern,2,3,22,2011/2012,2012-02-25 17:45:00,Sat,17:45,0,2,12223,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
2574,4132,4132,Servette,26.02.2012,Sion,5,0,21,2011/2012,2012-02-26 16:00:00,Sun,16:00,1,0,12300,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1636,1935,1935,Lausanne,26.02.2012,Grasshoppers,8,7,22,2011/2012,2012-02-26 16:00:00,Sun,16:00,0,0,3000,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1256,1399,1399,Servette,03.03.2012,Thun,4,5,22,2011/2012,2012-03-03 17:45:00,Sat,17:45,0,1,4611,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2278,3152,3152,Sion,03.03.2012,Zürich,0,6,23,2011/2012,2012-03-03 17:45:00,Sat,17:45,1,0,10500,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
2452,3652,3652,YB,04.03.2012,Lausanne,3,8,23,2011/2012,2012-03-04 16:00:00,Sun,16:00,0,0,5800,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
452,470,470,Luzern,04.03.2012,Basel,2,1,23,2011/2012,2012-03-04 16:00:00,Sun,16:00,1,3,30261,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
1257,1400,1400,Thun,10.03.2012,Sion,4,0,23,2011/2012,2012-03-10 17:45:00,Sat,17:45,0,1,8800,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
1637,1936,1936,Basel,10.03.2012,Grasshoppers,1,7,23,2011/2012,2012-03-10 17:45:00,Sat,17:45,2,0,7000,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
453,471,471,Luzern,11.03.2012,Servette,2,5,24,2011/2012,2012-03-11 16:00:00,Sun,16:00,1,2,10149,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2279,3153,3153,Zürich,11.03.2012,Lausanne,6,8,24,2011/2012,2012-03-11 16:00:00,Sun,16:00,1,0,5750,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
454,472,472,Sion,17.03.2012,Luzern,9,2,25,2011/2012,2012-03-17 17:45:00,Sat,17:45,0,0,11498,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1638,1937,1937,YB,17.03.2012,Grasshoppers,3,7,24,2011/2012,2012-03-17 17:45:00,Sat,17:45,0,2,4800,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1258,1401,1401,Lausanne,18.03.2012,Thun,8,5,24,2011/2012,2012-03-18 16:00:00,Sun,16:00,0,2,4167,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2280,3154,3154,Zürich,18.03.2012,Servette,6,4,25,2011/2012,2012-03-18 16:00:00,Sun,16:00,1,1,9234,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2038,2618,2618,Servette,24.03.2012,Basel,5,1,25,2011/2012,2012-03-24 17:45:00,Sat,17:45,0,5,28932,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
455,473,473,Grasshoppers,25.03.2012,Luzern,7,2,26,2011/2012,2012-03-25 16:00:00,Sun,16:00,0,1,12717,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
1259,1402,1402,Thun,25.03.2012,YB,4,3,25,2011/2012,2012-03-25 16:00:00,Sun,16:00,0,4,23736,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
2524,3904,3904,Lausanne,25.03.2012,Sion,8,9,25,2011/2012,2012-03-25 16:00:00,Sun,16:00,0,1,10500,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
1260,1403,1403,Basel,31.03.2012,Thun,1,4,26,2011/2012,2012-03-31 17:45:00,Sat,17:45,3,2,7624,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
1639,1939,1939,Sion,31.03.2012,Grasshoppers,9,7,26,2011/2012,2012-03-31 17:45:00,Sat,17:45,2,0,3400,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
2281,3155,3155,YB,01.04.2012,Zürich,3,6,26,2011/2012,2012-04-01 16:00:00,Sun,16:00,2,2,13900,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2525,3905,3905,Servette,01.04.2012,Lausanne,5,8,26,2011/2012,2012-04-01 16:00:00,Sun,16:00,1,3,7900,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2035,2613,2613,Basel,04.04.2012,Lausanne,1,8,20,2011/2012,2012-04-04 18:30:00,Wed,18:30,2,0,5218,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
456,474,474,Basel,07.04.2012,Luzern,1,2,27,2011/2012,2012-04-07 17:45:00,Sat,17:45,1,1,17000,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2282,3156,3156,Zürich,07.04.2012,Sion,6,9,27,2011/2012,2012-04-07 17:45:00,Sat,17:45,1,2,10500,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
2453,3656,3656,Lausanne,09.04.2012,YB,8,3,27,2011/2012,2012-04-09 16:00:00,Mon,16:00,3,1,16577,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
1261,1404,1404,Thun,09.04.2012,Servette,4,5,27,2011/2012,2012-04-09 16:00:00,Mon,16:00,2,0,8232,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1262,1405,1405,Thun,14.04.2012,Lausanne,4,8,28,2011/2012,2012-04-14 17:45:00,Sat,17:45,0,1,4250,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
1640,1940,1940,Grasshoppers,14.04.2012,YB,7,3,27,2011/2012,2012-04-14 17:45:00,Sat,17:45,2,2,16592,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2575,4139,4139,Sion,15.04.2012,Servette,9,5,28,2011/2012,2012-04-15 16:00:00,Sun,16:00,2,2,8212,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
457,475,475,Luzern,15.04.2012,Zürich,2,6,28,2011/2012,2012-04-15 16:00:00,Sun,16:00,0,0,11000,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1263,1406,1406,Grasshoppers,21.04.2012,Thun,7,4,29,2011/2012,2012-04-21 17:45:00,Sat,17:45,0,0,5122,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,476,476,Servette,21.04.2012,Luzern,5,2,29,2011/2012,2012-04-21 17:45:00,Sat,17:45,1,3,12076,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
2283,3158,3158,Lausanne,22.04.2012,Zürich,8,6,29,2011/2012,2012-04-22 16:00:00,Sun,16:00,0,2,9800,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2039,2621,2621,Basel,22.04.2012,Sion,1,9,28,2011/2012,2012-04-22 16:00:00,Sun,16:00,3,0,12500,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
459,477,477,Luzern,28.04.2012,Grasshoppers,2,7,30,2011/2012,2012-04-28 17:45:00,Sat,17:45,2,2,4900,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2454,3658,3658,YB,28.04.2012,Servette,3,6,29,2011/2012,2012-04-28 17:45:00,Sat,17:45,1,2,9367,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2040,2622,2622,Lausanne,29.04.2012,Basel,8,1,29,2011/2012,2012-04-29 16:00:00,Sun,16:00,1,3,36000,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
1264,1407,1407,Sion,29.04.2012,Thun,9,4,30,2011/2012,2012-04-29 16:00:00,Sun,16:00,1,1,5703,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2284,3159,3159,Zürich,01.05.2012,YB,6,3,30,2011/2012,2012-05-01 19:45:00,Tue,19:45,0,1,17236,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1265,1408,1408,Thun,02.05.2012,Basel,4,1,31,2011/2012,2012-05-02 19:45:00,Wed,19:45,1,2,26561,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
1641,1943,1943,Servette,02.05.2012,Grasshoppers,5,7,30,2011/2012,2012-05-02 19:45:00,Wed,19:45,3,0,3400,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2526,3910,3910,Sion,02.05.2012,Lausanne,9,8,31,2011/2012,2012-05-02 20:15:00,Wed,20:15,0,1,7900,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
460,478,478,Luzern,05.05.2012,YB,2,3,31,2011/2012,2012-05-05 19:45:00,Sat,19:45,2,2,20388,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2527,3911,3911,Lausanne,06.05.2012,Servette,8,4,32,2011/2012,2012-05-06 16:00:00,Sun,16:00,0,0,10543,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2041,2624,2624,Basel,06.05.2012,Zürich,1,6,31,2011/2012,2012-05-06 16:00:00,Sun,16:00,5,1,12500,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
1642,1944,1944,Grasshoppers,06.05.2012,Sion,7,9,31,2011/2012,2012-05-06 16:00:00,Sun,16:00,2,3,6500,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
461,479,479,Lausanne,12.05.2012,Luzern,7,2,32,2011/2012,2012-05-12 17:45:00,Sat,17:45,2,3,10671,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
1643,1945,1945,Grasshoppers,12.05.2012,Basel,8,1,32,2011/2012,2012-05-12 17:45:00,Sat,17:45,3,6,30026,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
1266,1409,1409,YB,13.05.2012,Thun,3,5,32,2011/2012,2012-05-13 16:00:00,Sun,16:00,2,2,9118,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2285,3161,3161,Servette,13.05.2012,Zürich,4,6,32,2011/2012,2012-05-13 16:00:00,Sun,16:00,1,0,8500,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2042,2626,2626,Basel,20.05.2012,Servette,1,4,33,2011/2012,2012-05-20 16:00:00,Sun,16:00,1,2,21821,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
462,480,480,Thun,20.05.2012,Luzern,5,2,33,2011/2012,2012-05-20 16:00:00,Sun,16:00,1,0,12184,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1644,1946,1946,Zürich,20.05.2012,Grasshoppers,6,8,33,2011/2012,2012-05-20 16:00:00,Sun,16:00,1,0,11200,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2455,3662,3662,Sion,20.05.2012,YB,9,3,33,2011/2012,2012-05-20 16:00:00,Sun,16:00,0,3,18411,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
2043,2627,2627,YB,23.05.2012,Basel,3,1,34,2011/2012,2012-05-23 20:15:00,Wed,20:15,2,1,36000,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
463,481,481,Luzern,23.05.2012,Sion,2,9,34,2011/2012,2012-05-23 20:15:00,Wed,20:15,3,1,5200,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
1645,1947,1947,Grasshoppers,23.05.2012,Lausanne,8,7,34,2011/2012,2012-05-23 20:15:00,Wed,20:15,1,2,6500,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
1267,1411,1411,Zürich,23.05.2012,Thun,6,5,34,2011/2012,2012-05-23 20:15:00,Wed,20:15,4,2,4798,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2044,2628,2628,Basel,13.07.2012,Servette,1,0,1,2012/2013,2012-07-13 19:45:00,Fri,19:45,1,0,8132,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
1268,1412,1412,Lausanne,14.07.2012,Thun,9,5,1,2012/2013,2012-07-14 19:45:00,Sat,19:45,0,0,4496,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1646,1948,1948,Sion,15.07.2012,Grasshoppers,6,2,1,2012/2013,2012-07-15 13:45:00,Sun,13:45,2,0,7900,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
464,482,482,Zürich,15.07.2012,Luzern,4,8,1,2012/2013,2012-07-15 13:45:00,Sun,13:45,1,1,14127,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
890,948,948,YB,15.07.2012,St.Gallen,7,3,1,2012/2013,2012-07-15 16:00:00,Sun,16:00,1,1,12893,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
891,949,949,St.Gallen,21.07.2012,Lausanne,3,7,2,2012/2013,2012-07-21 19:45:00,Sat,19:45,1,0,5450,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
465,483,483,Luzern,21.07.2012,Basel,5,2,2,2012/2013,2012-07-21 19:45:00,Sat,19:45,2,2,29256,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1647,1949,1949,Grasshoppers,22.07.2012,YB,1,6,2,2012/2013,2012-07-22 13:45:00,Sun,13:45,1,0,18711,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2576,4147,4147,Servette,22.07.2012,Sion,9,1,2,2012/2013,2012-07-22 13:45:00,Sun,13:45,0,1,14500,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
1269,1413,1413,Thun,22.07.2012,Zürich,8,4,2,2012/2013,2012-07-22 16:00:00,Sun,16:00,2,0,9422,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
892,950,950,Zürich,28.07.2012,St.Gallen,9,4,3,2012/2013,2012-07-28 19:45:00,Sat,19:45,1,3,13494,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
