,Unnamed: 0,Unnamed: 0.1,Auswärtsteam,Datum,Heimteam,Rang Auswärtsteam,Rang Heimteam,Runde,Saison,Spielzeit,Tag,Zeit,tore_aus,tore_heim,zuschauer,punkteaus,punkteheim,Grasshoppers,Wil,Thun,Aarau,Servette,Lausanne,Basel,Sion,Luzern,Zürich,Bellinzona,YB,Vaduz,Xamax,Lugano,St.Gallen,Schaffhausen,Yverdon
416,430,430,Luzern,05.02.2011,Zürich,1,3,19,2010/2011,2011-02-05 17:45:00,Sat,17:45,0,2,12200,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
1228,1360,1360,Basel,06.02.2011,Thun,2,6,19,2010/2011,2011-02-06 16:00:00,Sun,16:00,3,2,6100,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
232,232,232,Sion,06.02.2011,Xamax,4,8,19,2010/2011,2011-02-06 16:00:00,Sun,16:00,0,1,5550,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
876,930,930,Grasshoppers,06.02.2011,St.Gallen,0,9,19,2010/2011,2011-02-06 16:00:00,Sun,16:00,4,1,16963,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
877,931,931,St.Gallen,12.02.2011,Basel,1,1,20,2010/2011,2011-02-12 17:45:00,Sat,17:45,0,3,26534,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
2610,4345,4345,Bellinzona,12.02.2011,Sion,8,5,20,2010/2011,2011-02-12 17:45:00,Sat,17:45,0,1,9200,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
1229,1361,1361,Thun,13.02.2011,Grasshoppers,6,9,20,2010/2011,2011-02-13 16:00:00,Sun,16:00,0,0,4800,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,233,233,Xamax,13.02.2011,Luzern,7,3,20,2010/2011,2011-02-13 16:00:00,Sun,16:00,1,2,7413,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
2264,3113,3113,Zürich,13.02.2011,YB,2,4,20,2010/2011,2011-02-13 16:00:00,Sun,16:00,2,4,21527,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
878,932,932,St.Gallen,19.02.2011,Zürich,1,3,21,2010/2011,2011-02-19 17:45:00,Sat,17:45,1,3,8200,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
234,234,234,Grasshoppers,19.02.2011,Xamax,8,7,21,2010/2011,2011-02-19 17:45:00,Sat,17:45,0,0,4123,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2016,2578,2578,Sion,20.02.2011,Basel,5,1,21,2010/2011,2011-02-20 16:00:00,Sun,16:00,0,1,25349,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
417,432,432,Luzern,20.02.2011,Bellinzona,2,9,21,2010/2011,2011-02-20 16:00:00,Sun,16:00,0,2,2600,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
1230,1362,1362,YB,20.02.2011,Thun,4,6,21,2010/2011,2011-02-20 16:00:00,Sun,16:00,1,1,5612,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2265,3115,3115,Bellinzona,26.02.2011,Zürich,8,2,22,2010/2011,2011-02-26 17:45:00,Sat,17:45,0,5,6900,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
1612,1899,1899,Grasshoppers,26.02.2011,Sion,9,5,22,2010/2011,2011-02-26 17:45:00,Sat,17:45,0,2,9000,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
879,933,933,Thun,27.02.2011,St.Gallen,6,1,22,2010/2011,2011-02-27 16:00:00,Sun,16:00,1,0,12387,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,235,235,Xamax,27.02.2011,YB,7,4,22,2010/2011,2011-02-27 16:00:00,Sun,16:00,2,3,16507,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
418,433,433,Basel,27.02.2011,Luzern,1,3,22,2010/2011,2011-02-27 16:00:00,Sun,16:00,1,0,8700,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
1613,1900,1900,YB,05.03.2011,Grasshoppers,4,9,23,2010/2011,2011-03-05 17:45:00,Sat,17:45,2,3,4200,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
880,934,934,St.Gallen,05.03.2011,Sion,1,5,23,2010/2011,2011-03-05 17:45:00,Sat,17:45,0,2,8600,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
2017,2580,2580,Zürich,06.03.2011,Basel,2,1,23,2010/2011,2011-03-06 16:00:00,Sun,16:00,1,3,30418,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
236,236,236,Bellinzona,06.03.2011,Xamax,8,7,23,2010/2011,2011-03-06 16:00:00,Sun,16:00,2,1,3000,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
419,434,434,Luzern,06.03.2011,Thun,3,6,23,2010/2011,2011-03-06 16:00:00,Sun,16:00,3,3,3585,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
420,435,435,Grasshoppers,12.03.2011,Luzern,8,3,24,2010/2011,2011-03-12 17:45:00,Sat,17:45,0,1,7852,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
2266,3117,3117,Sion,12.03.2011,Zürich,4,2,24,2010/2011,2011-03-12 17:45:00,Sat,17:45,0,2,8800,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
881,935,935,YB,13.03.2011,St.Gallen,5,1,24,2010/2011,2011-03-13 16:00:00,Sun,16:00,2,0,12798,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
237,237,237,Xamax,13.03.2011,Thun,9,6,24,2010/2011,2011-03-13 16:00:00,Sun,16:00,0,1,3050,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2581,2581,Basel,13.03.2011,Bellinzona,1,7,24,2010/2011,2011-03-13 16:00:00,Sun,16:00,4,0,2563,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
238,238,238,Zürich,19.03.2011,Xamax,2,9,25,2010/2011,2011-03-19 17:45:00,Sat,17:45,2,1,3570,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
882,936,936,Bellinzona,19.03.2011,St.Gallen,7,1,25,2010/2011,2011-03-19 17:45:00,Sat,17:45,0,1,10133,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
1614,1902,1902,Basel,20.03.2011,Grasshoppers,1,8,25,2010/2011,2011-03-20 16:00:00,Sun,16:00,2,1,8500,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
421,436,436,Luzern,20.03.2011,YB,3,4,25,2010/2011,2011-03-20 16:00:00,Sun,16:00,1,3,21898,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1231,1366,1366,Thun,20.03.2011,Sion,6,5,25,2010/2011,2011-03-20 16:00:00,Sun,16:00,0,1,9900,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
239,239,239,Xamax,02.04.2011,Basel,9,1,26,2010/2011,2011-04-02 17:45:00,Sat,17:45,0,1,26440,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
1615,1903,1903,Bellinzona,02.04.2011,Grasshoppers,7,8,26,2010/2011,2011-04-02 17:45:00,Sat,17:45,2,2,3500,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1232,1367,1367,Zürich,03.04.2011,Thun,2,6,26,2010/2011,2011-04-03 16:00:00,Sun,16:00,3,2,4549,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2441,3619,3619,YB,03.04.2011,Sion,3,5,26,2010/2011,2011-04-03 16:00:00,Sun,16:00,2,0,13000,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
422,437,437,St.Gallen,03.04.2011,Luzern,0,4,26,2010/2011,2011-04-03 16:00:00,Sun,16:00,1,1,8337,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1233,1368,1368,Thun,09.04.2011,Bellinzona,6,7,27,2010/2011,2011-04-09 17:45:00,Sat,17:45,1,1,3500,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
423,438,438,Sion,09.04.2011,Luzern,5,4,27,2010/2011,2011-04-09 17:45:00,Sat,17:45,1,0,7726,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
2019,2584,2584,Basel,10.04.2011,YB,1,3,27,2010/2011,2011-04-10 16:00:00,Sun,16:00,3,3,31120,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
240,240,240,Xamax,10.04.2011,St.Gallen,9,0,27,2010/2011,2011-04-10 16:00:00,Sun,16:00,1,1,13024,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1616,1904,1904,Grasshoppers,10.04.2011,Zürich,8,2,27,2010/2011,2011-04-10 16:00:00,Sun,16:00,0,1,18600,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2442,3621,3621,Bellinzona,16.04.2011,YB,7,3,28,2010/2011,2011-04-16 17:45:00,Sat,17:45,0,4,19112,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
2267,3121,3121,Zürich,16.04.2011,Sion,2,4,28,2010/2011,2011-04-16 17:45:00,Sat,17:45,2,0,11000,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
241,241,241,Luzern,17.04.2011,Xamax,5,9,28,2010/2011,2011-04-17 16:00:00,Sun,16:00,1,2,3450,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
1617,1905,1905,Grasshoppers,17.04.2011,Basel,8,1,28,2010/2011,2011-04-17 16:00:00,Sun,16:00,2,2,30071,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
883,939,939,St.Gallen,17.04.2011,Thun,1,6,28,2010/2011,2011-04-17 16:00:00,Sun,16:00,0,0,4100,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2611,4354,4354,Sion,19.04.2011,Bellinzona,4,7,29,2010/2011,2011-04-19 19:45:00,Tue,19:45,2,2,3200,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2268,3122,3122,YB,19.04.2011,Zürich,3,2,29,2010/2011,2011-04-19 19:45:00,Tue,19:45,1,2,13600,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
242,242,242,Basel,20.04.2011,Xamax,1,8,29,2010/2011,2011-04-20 19:45:00,Wed,19:45,2,2,5450,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
424,440,440,Thun,20.04.2011,Luzern,6,5,29,2010/2011,2011-04-20 19:45:00,Wed,19:45,1,0,7140,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
884,940,940,St.Gallen,20.04.2011,Grasshoppers,1,9,29,2010/2011,2011-04-20 19:45:00,Wed,19:45,3,1,6900,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
425,441,441,Bellinzona,23.04.2011,Luzern,7,5,30,2010/2011,2011-04-23 17:45:00,Sat,17:45,2,3,7189,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
885,941,941,Sion,23.04.2011,St.Gallen,4,9,30,2010/2011,2011-04-23 20:15:00,Sat,20:15,1,0,13437,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
2020,2587,2587,YB,23.04.2011,Basel,3,1,30,2010/2011,2011-04-23 20:15:00,Sat,20:15,1,2,31595,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
1234,1371,1371,Grasshoppers,25.04.2011,Thun,0,6,30,2010/2011,2011-04-25 16:00:00,Mon,16:00,1,0,4750,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,243,243,Xamax,28.04.2011,Zürich,8,2,30,2010/2011,2011-04-28 19:45:00,Thu,19:45,0,3,8200,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
426,442,442,Luzern,30.04.2011,Grasshoppers,5,7,31,2010/2011,2011-04-30 17:45:00,Sat,17:45,1,2,5100,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1235,1372,1372,Thun,30.04.2011,YB,6,3,31,2010/2011,2011-04-30 20:15:00,Sat,20:15,1,0,19964,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,244,244,St.Gallen,01.05.2011,Xamax,0,9,31,2010/2011,2011-05-01 16:00:00,Sun,16:00,1,2,6356,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
2021,2588,2588,Basel,01.05.2011,Sion,1,4,31,2010/2011,2011-05-01 16:00:00,Sun,16:00,0,3,11800,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
2269,3124,3124,Zürich,01.05.2011,Bellinzona,2,8,31,2010/2011,2011-05-01 16:00:00,Sun,16:00,1,0,4200,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
245,245,245,Xamax,07.05.2011,Grasshoppers,8,7,32,2010/2011,2011-05-07 17:45:00,Sat,17:45,1,3,4500,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1236,1373,1373,Sion,07.05.2011,Thun,3,6,32,2010/2011,2011-05-07 17:45:00,Sat,17:45,1,3,4000,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427,443,443,YB,07.05.2011,Luzern,4,5,32,2010/2011,2011-05-07 17:45:00,Sat,17:45,1,1,7586,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
886,943,943,Zürich,08.05.2011,St.Gallen,1,1,32,2010/2011,2011-05-08 16:00:00,Sun,16:00,2,2,14004,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2022,2589,2589,Bellinzona,08.05.2011,Basel,9,2,32,2010/2011,2011-05-08 16:00:00,Sun,16:00,0,2,26114,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
1618,1910,1910,Grasshoppers,10.05.2011,YB,7,3,33,2010/2011,2011-05-10 19:45:00,Tue,19:45,2,2,17069,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
428,444,444,Luzern,10.05.2011,Sion,5,4,33,2010/2011,2011-05-10 19:45:00,Tue,19:45,2,3,7500,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
246,246,246,Thun,11.05.2011,Xamax,6,8,33,2010/2011,2011-05-11 19:45:00,Wed,19:45,4,1,11997,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
887,944,944,St.Gallen,11.05.2011,Bellinzona,1,9,33,2010/2011,2011-05-11 19:45:00,Wed,19:45,3,1,4300,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
2023,2590,2590,Basel,11.05.2011,Zürich,2,1,33,2010/2011,2011-05-11 20:15:00,Wed,20:15,2,2,22800,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
247,247,247,Xamax,14.05.2011,Bellinzona,8,0,34,2010/2011,2011-05-14 17:45:00,Sat,17:45,1,1,3550,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
429,445,445,Luzern,14.05.2011,St.Gallen,6,9,34,2010/2011,2011-05-14 17:45:00,Sat,17:45,4,0,14062,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
1619,1911,1911,Zürich,15.05.2011,Grasshoppers,1,7,34,2010/2011,2011-05-15 16:00:00,Sun,16:00,1,3,18200,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2443,3627,3627,Sion,15.05.2011,YB,3,4,34,2010/2011,2011-05-15 16:00:00,Sun,16:00,1,1,23372,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1237,1375,1375,Thun,15.05.2011,Basel,5,2,34,2010/2011,2011-05-15 16:00:00,Sun,16:00,1,5,29063,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
1238,1376,1376,Bellinzona,22.05.2011,Thun,0,6,35,2010/2011,2011-05-22 16:00:00,Sun,16:00,1,3,4500,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1620,1912,1912,Sion,22.05.2011,Grasshoppers,3,7,35,2010/2011,2011-05-22 16:00:00,Sun,16:00,0,2,5100,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
888,946,946,Basel,22.05.2011,St.Gallen,1,9,35,2010/2011,2011-05-22 16:00:00,Sun,16:00,0,0,19500,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
430,446,446,Zürich,22.05.2011,Luzern,2,5,35,2010/2011,2011-05-22 16:00:00,Sun,16:00,5,0,8700,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
248,248,248,YB,22.05.2011,Xamax,4,8,35,2010/2011,2011-05-22 16:00:00,Sun,16:00,2,1,11997,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
431,447,447,Luzern,25.05.2011,Basel,6,1,36,2010/2011,2011-05-25 20:15:00,Wed,20:15,0,3,37500,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
1239,1377,1377,Thun,25.05.2011,Zürich,5,2,36,2010/2011,2011-05-25 20:15:00,Wed,20:15,0,1,15200,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
1621,1913,1913,Grasshoppers,25.05.2011,Bellinzona,7,0,36,2010/2011,2011-05-25 20:15:00,Wed,20:15,0,2,4500,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
249,249,249,Xamax,25.05.2011,Sion,8,4,36,2010/2011,2011-05-25 20:15:00,Wed,20:15,0,0,10000,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
889,947,947,St.Gallen,25.05.2011,YB,9,3,36,2010/2011,2011-05-25 20:15:00,Wed,20:15,2,4,18194,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
2270,3130,3130,Zürich,16.07.2011,Sion,6,9,1,2011/2012,2011-07-16 17:45:00,Sat,17:45,0,1,10500,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
2024,2594,2594,Basel,16.07.2011,YB,1,3,1,2011/2012,2011-07-16 20:15:00,Sat,20:15,1,1,31120,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1240,1378,1378,Thun,17.07.2011,Servette,5,4,1,2011/2012,2011-07-17 16:00:00,Sun,16:00,2,1,6712,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,250,250,Luzern,17.07.2011,Xamax,2,1,1,2011/2012,2011-07-17 16:00:00,Sun,16:00,3,0,4835,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
1622,1914,1914,Lausanne,20.07.2011,Grasshoppers,7,8,1,2011/2012,2011-07-20 19:45:00,Wed,19:45,0,2,5200,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2444,3631,3631,YB,23.07.2011,Sion,5,0,2,2011/2012,2011-07-23 17:45:00,Sat,17:45,2,1,12500,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
2271,3131,3131,Servette,23.07.2011,Zürich,6,7,2,2011/2012,2011-07-23 17:45:00,Sat,17:45,3,2,9200,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1241,1379,1379,Grasshoppers,24.07.2011,Thun,2,3,2,2011/2012,2011-07-24 16:00:00,Sun,16:00,0,3,6839,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,251,251,Xamax,24.07.2011,Basel,9,4,2,2011/2012,2011-07-24 16:00:00,Sun,16:00,0,2,27833,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
1623,1916,1916,Basel,30.07.2011,Grasshoppers,3,6,3,2011/2012,2011-07-30 17:45:00,Sat,17:45,2,2,7500,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2272,3132,3132,Zürich,30.07.2011,Lausanne,7,8,3,2011/2012,2011-07-30 17:45:00,Sat,17:45,1,2,6500,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
252,252,252,Sion,31.07.2011,Xamax,0,9,3,2011/2012,2011-07-31 16:00:00,Sun,16:00,3,0,4603,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
433,450,450,Thun,31.07.2011,Luzern,1,2,3,2011/2012,2011-07-31 16:00:00,Sun,16:00,0,0,17000,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2445,3632,3632,Servette,31.07.2011,YB,5,4,3,2011/2012,2011-07-31 16:00:00,Sun,16:00,1,1,22472,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
432,449,449,Luzern,03.08.2011,Lausanne,1,8,2,2011/2012,2011-08-03 19:45:00,Wed,19:45,1,0,6900,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
2520,3883,3883,Lausanne,06.08.2011,Servette,7,5,4,2011/2012,2011-08-06 17:45:00,Sat,17:45,2,4,17342,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,2597,2597,Sion,06.08.2011,Basel,0,3,4,2011/2012,2011-08-06 17:45:00,Sat,17:45,3,3,27702,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1624,1917,1917,Grasshoppers,07.08.2011,Zürich,6,8,4,2011/2012,2011-08-07 16:00:00,Sun,16:00,0,6,16800,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
434,451,451,YB,07.08.2011,Luzern,4,2,4,2011/2012,2011-08-07 16:00:00,Sun,16:00,1,1,17000,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
253,253,253,Xamax,07.08.2011,Thun,9,1,4,2011/2012,2011-08-07 16:00:00,Sun,16:00,0,0,5963,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2026,2598,2598,Zürich,13.08.2011,Basel,7,4,5,2011/2012,2011-08-13 17:45:00,Sat,17:45,2,1,30642,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
435,452,452,Luzern,13.08.2011,Sion,1,0,5,2011/2012,2011-08-13 17:45:00,Sat,17:45,1,1,13200,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
254,254,254,Servette,14.08.2011,Xamax,3,9,5,2011/2012,2011-08-14 16:00:00,Sun,16:00,0,0,5887,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1242,1382,1382,Lausanne,14.08.2011,Thun,8,2,5,2011/2012,2011-08-14 16:00:00,Sun,16:00,2,5,5706,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1625,1918,1918,YB,14.08.2011,Grasshoppers,5,6,5,2011/2012,2011-08-14 16:00:00,Sun,16:00,3,0,7600,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1626,1919,1919,Grasshoppers,20.08.2011,Servette,7,4,6,2011/2012,2011-08-20 17:45:00,Sat,17:45,4,3,12258,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,255,255,Xamax,20.08.2011,Zürich,9,5,6,2011/2012,2011-08-20 17:45:00,Sat,17:45,2,0,7900,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
436,453,453,Basel,20.08.2011,Luzern,6,3,6,2011/2012,2011-08-20 17:45:00,Sat,17:45,1,3,17000,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
1243,1383,1383,Thun,21.08.2011,YB,1,2,6,2011/2012,2011-08-21 16:00:00,Sun,16:00,2,0,26834,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2521,3885,3885,Sion,21.08.2011,Lausanne,0,8,6,2011/2012,2011-08-21 17:15:00,Sun,17:15,2,0,8800,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
256,256,256,Lausanne,27.08.2011,Xamax,8,9,7,2011/2012,2011-08-27 17:45:00,Sat,17:45,2,2,4679,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
437,454,454,Luzern,27.08.2011,Grasshoppers,2,5,7,2011/2012,2011-08-27 17:45:00,Sat,17:45,1,0,5300,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
2572,4118,4118,Servette,28.08.2011,Sion,4,0,7,2011/2012,2011-08-28 16:00:00,Sun,16:00,4,0,15300,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1244,1384,1384,Thun,28.08.2011,Basel,1,7,7,2011/2012,2011-08-28 16:00:00,Sun,16:00,1,2,29344,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
2273,3136,3136,Zürich,28.08.2011,YB,6,3,7,2011/2012,2011-08-28 16:00:00,Sun,16:00,3,2,22254,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
438,455,455,Zürich,10.09.2011,Luzern,4,1,8,2011/2012,2011-09-10 17:45:00,Sat,17:45,1,3,16709,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
2027,2601,2601,Basel,10.09.2011,Servette,6,3,8,2011/2012,2011-09-10 19:45:00,Sat,19:45,4,0,20838,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
257,257,257,Grasshoppers,11.09.2011,Xamax,7,9,8,2011/2012,2011-09-11 16:00:00,Sun,16:00,0,2,2852,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
1245,1385,1385,Sion,11.09.2011,Thun,0,2,8,2011/2012,2011-09-11 16:00:00,Sun,16:00,3,0,5822,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
2446,3637,3637,YB,11.09.2011,Lausanne,5,8,8,2011/2012,2011-09-11 16:00:00,Sun,16:00,3,0,5900,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
2028,2602,2602,Lausanne,21.09.2011,Basel,8,3,9,2011/2012,2011-09-21 19:45:00,Wed,19:45,0,6,26046,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
258,258,258,Xamax,21.09.2011,YB,9,4,9,2011/2012,2011-09-21 19:45:00,Wed,19:45,1,4,19177,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
